sample_key,ID1,PROVINCE,CITY,COUNTY,POINT,SCHOOL,A01,A011,A02,A05,Q92,A06,D021,HD031,HD033,HD051,HD0511,HD061,HD0611,HD032,HD034,HD052,HD0512,HD062,HD0612,A04,A061,A062,A063,A064,A065,A066,A067,A08,A09,B01,B03,B04,B05,B13,B06,B09A,B09A1,B12,B14,B15,H401B,H401C,H401D,H01B,H01C,H02A,D02,C09,H403A,H403B,H403C,H403D,H403E,H04A,H04B,H04C,C10,H03A,H03B,H03C,H03D,C03,H03F,H03G,H03H,H05A,HD07,H06A,H06B,H06C,G01,G11,I101,I102,I103,I104,I105,I106,I107,I108,I109,I110,I111,I112,I113,I114,I115,I116,I117,I118,I119,I121,I122,I123,I124,I125,I126,I127,I128,I130,I131,I132,I133,I134,I135,I136,I137,DATE,H06F,ID3,ID是否一致,地市编码缺失,县区编码缺失,城乡编码缺失或异常,学校编码缺失,年级编码缺失或异常,性别编码缺失或异常,住校编码缺失或异常,民族编码缺失或异常,Q921,C102,H06F1,H06D1,H06D2,H06D3,H06D4,H06D5,H06D6,H06E1,H06E2,H06E3,H06E4,H06E7,H06E5,H06E6,H06G,H06G1,D022,H06DOTHER,A081,D0231,D0232,NEW1,Q91,Q911,H06F2,A05OTHER
210404108130207,210404108130207,21,2104,210404,1,08,13,0207,1,1,2,3,15,23,06,12,10,8,7,0,0,0,0,0,0,2,2,1,1,2,2,2,2,2,2,2,2,6,6,5,5,4,2,4,1,3,5,4,2,3,1,3,1,2,2,2,2,4,4,3,1,3,1,3,1,4,3,5,1,5,3,1,3,4,4,1,3,1,1,1,1,4,2,2,2,3,1,2,1,4,2,2,1,4,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,19/10/2025,,630804108130207.0,1,0,0,0,0,0,0,0,0,13,10,10,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,,,,,,,,
210404108130208,210404108130208,21,2104,210404,1,08,13,0208,1,6,2,2,5,0,6,15,14,6,9,30,30,20,0,30,30,2,2,1,1,2,2,2,2,1,2,2,2,3,5,5,4,6,1,4,3,2,1,1,2,2,3,2,1,1,3,2,2,3,2,2,2,6,2,2,3,3,1,5,3,2,1,2,1,4,2,1,2,2,2,3,1,4,1,1,1,4,1,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17/10/2025,,630804108130208.0,1,0,0,0,0,0,0,0,0,14,,,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,,,1,,,,,,,
210404108130209,210404108130209,21,2104,210404,1,08,13,0209,1,1,1,2,,10,6,8,1,1,1,30,30,0,0,0,0,2,2,1,1,2,2,2,2,2,2,3,3,6,5,4,5,2,2,6,2,4,2,2,2,3,6,2,4,3,2,2,2,4,2,3,3,3,2,4,2,3,2,5,4,4,1,1,3,3,2,1,1,1,4,1,1,4,1,3,1,2,2,1,3,2,1,2,1,3,1,2,1,2,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,04/11/2025,,630804108130209.0,1,0,0,0,0,0,0,0,0,,,10,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,,,,,,,,
210404108130210,210404108130210,21,2104,210404,1,08,13,0210,1,1,2,2,,9,5,2,5,6,6,00,45,00,00,00,00,2,1,2,2,2,2,2,2,2,2,1,2,4,5,5,5,3,2,3,1,3,1,1,1,3,3,2,4,3,4,3,3,2,1,1,1,2,1,2,1,3,3,5,5,2,1,2,1,2,3,1,3,3,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,3,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,17/10/2025,,630804108130210.0,1,0,0,0,0,0,0,0,0,12,10,8,1,2,2,2,2,2,2,2,2,1,2,2,2,4,3,,,,,,,,,,
210404108130211,210404108130211,21,2104,210404,1,08,13,0211,1,1,2,3,3,23,6,8,6,3,1,30,50,0,0,0,0,2,2,1,1,2,2,1,2,2,2,3,4,5,3,4,5,2,2,3,1,4,5,1,1,3,1,3,1,3,2,2,3,2,3,3,1,6,2,3,2,3,2,5,1,2,1,1,1,1,3,2,1,1,1,1,1,2,2,2,2,2,1,1,1,4,1,1,2,2,1,2,2,1,3,2,2,2,1,2,1,1,1,1,2,2,2,2,1,04/11/2025,,630804108130211.0,1,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
210404108130212,210404108130212,21,2104,210404,1,08,13,0212,1,6,1,3,5,22,06,7,6,5,5,10,20,0,0,0,0,2,1,1,1,2,2,2,2,2,2,2,2,5,5,5,5,6,2,6,1,3,4,4,2,3,3,2,1,2,2,3,3,3,3,2,1,2,1,4,1,4,3,5,1,2,2,1,1,3,3,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,17/10/2025,,630804108130212.0,1,0,0,0,0,0,0,0,0,,30,11,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,,,,,,,,,,
210404108130213,210404108130213,21,2104,210404,1,08,13,0213,1,1,1,2,,21,6,2,10,8,8,0,10,0,0,0,0,2,2,1,1,2,2,2,2,2,2,2,2,5,5,5,5,4,3,6,1,1,5,4,2,3,1,2,4,3,2,2,2,2,2,2,2,2,1,3,2,3,2,5,4,4,5,2,1,1,2,1,3,3,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,2,2,2,2,1,17/10/2025,,630804108130213.0,1,0,0,0,0,0,0,0,0,,30,10,,,,,,1,2,2,2,1,2,2,2,3,3,,,,,,,,,,
210404108130214,210404108130214,21,2104,210404,1,08,13,0214,1,6,1,2,5,11,6,8,7,3,8,0,20,0,0,0,0,2,2,1,1,2,2,2,2,2,2,2,1,5,6,2,5,6,2,3,1,3,5,3,2,2,2,3,1,2,2,2,3,3,3,1,1,2,1,4,1,3,2,3,1,2,4,4,1,1,3,1,1,1,1,1,1,4,4,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,17/10/2025,,630804108130214.0,1,0,0,0,0,0,0,0,0,,10,9,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,,,,,,,,
210404108130215,210404108130215,21,2104,210404,1,08,13,0215,2,1,,2,6,11,6,10,7,10,7,00,40,00,00,00,00,2,2,1,1,2,2,2,2,2,2,1,2,6,6,4,5,1,1,4,1,1,5,3,2,2,1,3,1,3,2,2,4,2,4,1,1,2,1,4,1,4,3,5,2,2,4,1,1,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,17/10/2025,,630804108130215.0,1,0,0,0,0,0,0,0,0,,30,,1,2,2,2,2,2,1,1,1,2,2,2,2,2,3,,,,,,,2,11,,
210404108130216,210404108130216,21,2104,210404,1,08,13,0216,2,1,,2,,22,6,7,6,4,3,00,30,0,0,0,0,2,2,1,1,2,2,2,2,2,2,1,2,5,6,5,5,5,2,5,1,1,5,3,2,3,3,2,4,3,4,4,4,4,2,2,1,2,2,3,1,4,3,3,1,1,2,3,1,1,3,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,17/10/2025,,630804108130216.0,1,0,0,0,0,0,0,0,0,,,11,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,,,,,2,12,,
210404108130217,210404108130217,21,2104,210404,1,08,13,0217,2,8,,3,,22,6,12,8,10,6,30,30,0,0,0,0,2,1,2,1,2,2,1,2,2,2,2,3,5,6,4,1,6,1,4,1,3,3,1,4,1,3,2,4,3,2,4,1,1,1,2,2,4,2,4,1,1,2,4,1,2,4,2,3,2,5,1,2,2,2,4,4,3,2,1,1,4,1,1,1,3,1,1,1,4,1,1,1,1,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,17/10/2025,,630804108130217.0,1,0,0,0,0,0,0,0,0,,,11,1,2,1,2,2,2,2,2,1,1,2,2,2,3,3,,,,,,,2,11,,朝鲜族
210404108130218,210404108130218,21,2104,210404,1,08,13,0218,2,1,,1,,21,18,1,2,2,3,00,00,00,00,00,00,2,2,2,1,2,2,2,2,2,2,4,2,4,2,3,3,4,3,6,1,2,5,4,3,2,6,2,4,3,3,3,2,3,2,2,2,2,1,4,2,3,2,3,4,4,1,4,1,4,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,04/11/2025,,630804108130218.0,1,0,0,0,0,0,0,0,0,,30,,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,2,13,,
210404108130219,210404108130219,21,2104,210404,1,08,13,0219,2,1,,3,6,11,6,12,8,1,8,00,20,00,00,00,00,2,2,1,1,2,2,2,2,2,2,3,3,5,5,3,5,6,3,4,1,3,5,3,2,3,1,1,1,3,2,2,2,2,2,1,4,4,2,4,2,3,3,5,4,5,6,5,1,2,3,1,1,1,2,2,4,4,1,1,1,2,2,1,2,4,1,1,1,4,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,17/10/2025,,630804108130219.0,1,0,0,0,0,0,0,0,0,,,10,1,2,2,2,2,2,2,1,2,1,2,2,2,1,3,,,,,,,2,13,,
210404108130220,210404108130220,21,2104,210404,1,08,13,0220,2,1,,4,,22,22,10,10,10,10,30,30,10,10,10,10,1,1,1,1,2,2,1,2,2,2,2,2,4,4,4,5,6,1,4,1,3,5,1,2,2,6,3,4,2,1,1,1,1,4,1,1,4,2,4,1,3,2,5,5,1,1,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,17/10/2025,,630804108130220.0,1,0,0,0,0,0,0,0,0,,,,1,2,2,2,2,2,2,2,1,1,2,2,2,3,3,,,,,,,2,14,,
210404108130221,210404108130221,21,2104,210404,1,08,13,0221,2,1,,2,3,11,6,10,10,10,10,0,0,0,0,0,0,2,1,1,1,2,2,2,2,2,2,2,2,3,3,3,5,6,1,3,1,1,5,2,2,1,1,2,1,3,2,2,2,2,2,1,1,2,1,4,1,4,3,5,4,1,3,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,17/10/2025,,630804108130221.0,1,0,0,0,0,0,0,0,0,,60,12,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,,,,,,,2,13,,
210404108130222,210404108130222,21,2104,210404,1,08,13,0222,2,1,,2,,10,06,08,08,02,02,00,30,00,00,00,00,2,2,1,1,2,2,2,2,2,2,2,2,5,6,5,5,6,2,4,1,2,5,3,2,3,1,1,4,3,3,3,3,3,3,1,1,2,2,4,1,4,3,3,1,1,2,4,3,4,4,1,1,1,2,2,2,3,1,2,1,3,1,2,3,4,1,1,1,4,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,17/10/2025,,630804108130222.0,1,0,0,0,0,0,0,0,0,,,,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,,,,,,,2,13,13,
210404108130223,210404108130223,21,2104,210404,1,08,13,0223,2,1,,2,,11,6,20,20,6,3,00,30,00,00,00,00,2,2,1,1,2,2,2,2,2,2,2,2,6,6,2,5,6,1,6,1,1,4,1,2,3,5,4,4,1,2,2,2,2,2,3,1,3,2,4,1,4,3,5,3,3,4,4,1,3,2,1,3,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,04/11/2025,,630804108130223.0,1,0,0,0,0,0,0,0,0,,,10,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,,,,,2,14,,
210404108130224,210404108130224,21,2104,210404,1,08,13,0224,2,1,,3,6,23,5,16,14,10,8,0,30,0,9,0,0,2,2,1,1,2,2,2,2,1,2,2,2,6,6,1,5,6,2,4,1,3,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,3,2,3,2,5,1,1,4,1,1,1,1,1,1,1,2,1,1,2,2,2,2,4,2,1,2,4,1,2,1,3,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,17/10/2025,,630804108130224.0,1,0,0,0,0,0,0,0,0,,60,,,,,,,1,,,,,,,1,,,,,1,,,,2,11,,
210404108130225,210404108130225,21,2104,210404,1,08,13,0225,2,6,,2,3,23,6,4,4,4,4,0,30,50,30,0,0,2,2,1,1,2,2,2,2,1,2,1,2,2,3,4,5,5,2,4,2,3,3,4,3,2,6,5,1,2,2,2,2,2,2,1,1,4,1,4,1,3,3,5,1,1,2,1,1,1,2,1,3,3,2,1,1,2,1,1,2,3,1,2,1,4,3,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,04/11/2025,,630804108130225.0,1,0,0,0,0,0,0,0,0,,30,,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,1,,,,2,13,,
210404108130226,210404108130226,21,2104,210404,1,08,13,0226,2,1,,2,15,10,06,08,08,03,03,30,30,00,00,00,00,2,2,2,2,2,2,2,2,2,2,1,2,5,6,5,5,6,1,4,1,2,5,3,2,3,1,2,1,3,3,3,3,3,3,2,1,2,2,4,1,4,3,3,1,3,2,3,1,4,2,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,17/10/2025,,630804108130226.0,1,0,0,0,0,0,0,0,0,,,13,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,,,,,,,2,12,,
210404108130227,210404108130227,21,2104,210404,1,08,13,0227,2,1,,6,4,23,6,7,6,3,5,00,30,00,00,00,00,2,1,1,1,2,2,1,2,2,2,1,1,6,6,2,5,6,1,3,1,2,1,1,1,3,5,4,1,2,4,4,4,4,4,2,2,2,1,4,1,4,3,5,2,2,4,2,1,4,3,1,1,1,1,1,1,4,1,1,2,4,1,1,1,4,1,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,04/11/2025,,630804108130227.0,1,0,0,0,0,0,0,0,0,,60,13,1,2,2,2,1,2,2,1,2,1,2,2,2,1,3,,闪光,,,,,2,13,,
210404108130228,210404108130228,21,2104,210404,1,08,13,0228,2,1,,2,,11,5,19,18,15,15,30,30,30,30,45,30,2,2,1,1,2,2,2,2,2,2,3,3,5,5,5,1,6,1,3,1,3,1,1,4,1,1,4,3,1,2,2,2,2,2,2,1,6,2,1,4,1,4,3,1,3,6,2,1,4,3,1,1,1,1,1,4,1,4,4,2,1,4,4,4,1,4,4,4,1,1,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,18/10/2025,,630804108130228.0,1,0,0,0,0,0,0,0,0,,,,1,2,1,2,1,2,,,,,,,1,,,,散光,,8,9,,2,12,,
210404108130229,210404108130229,21,2104,210404,1,08,13,0229,2,1,,2,2,10,6,12,4,5,4,30,20,0,0,0,0,2,2,1,1,2,2,2,2,2,2,3,3,5,5,5,3,6,1,4,1,3,3,1,2,2,1,3,1,2,2,2,2,2,2,3,2,3,2,3,2,3,2,5,4,4,1,2,1,4,3,2,3,3,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17/10/2025,,630804108130229.0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,
210404108130230,210404108130230,21,2104,210404,1,08,13,0230,2,1,,2,2,22,6,8,7,6,5,30,10,0,0,0,0,2,2,1,1,2,2,2,2,2,2,2,1,4,5,3,5,3,1,4,2,3,2,1,2,2,2,2,1,1,2,3,3,2,2,1,1,3,1,4,1,2,3,3,1,1,3,2,3,4,3,1,1,1,1,1,1,3,3,1,2,3,2,1,1,3,1,1,1,4,1,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,17/10/2025,,630804108130230.0,1,0,0,0,0,0,0,0,0,,60,,,,,,,1,2,2,2,1,2,2,2,3,3,,,,,,,2,11,12,
210404108130231,210404108130231,21,2104,210404,1,08,13,0231,2,1,,3,2,9,6,1,8,8,5,30,30,30,30,30,30,2,1,1,1,2,2,2,2,2,2,2,2,3,4,5,5,6,2,4,1,1,4,2,1,3,6,1,1,2,2,2,3,3,4,6,3,2,1,3,2,3,3,3,4,4,3,2,1,4,3,2,1,1,1,1,1,1,2,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,04/11/2025,,630804108130231.0,1,0,0,0,0,0,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,2,12,,
210404108130232,210404108130232,21,2104,210404,1,08,13,0232,2,1,,3,,21,7,2,2,3,5,0,0,0,0,0,0,2,1,1,1,2,2,2,2,2,2,1,2,5,5,3,5,6,2,3,3,3,1,1,2,3,1,3,4,3,2,2,2,2,3,3,1,3,2,4,1,4,3,5,1,3,4,3,1,4,3,1,1,1,1,1,1,4,1,1,1,4,2,1,1,4,1,3,4,4,1,1,4,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,17/10/2025,,630804108130232.0,1,0,0,0,0,0,0,0,0,,,12,1,2,2,2,2,2,2,2,1,1,2,2,2,3,3,,,,,,,2,14,,
210404108130233,210404108130233,21,2104,210404,1,08,13,0233,2,1,,2,2,22,6,6,2,5,2,00,00,00,00,00,00,2,2,1,1,2,2,2,2,1,2,2,2,4,3,3,4,4,2,4,1,3,5,2,2,2,3,2,1,2,3,3,3,4,3,3,2,3,1,3,1,3,2,5,3,3,3,2,1,4,3,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,1,1,3,1,1,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,04/11/2025,,630804108130233.0,1,0,0,0,0,0,0,0,0,,30,,1,2,2,2,2,2,2,2,2,1,2,2,2,,,,,1,,,,2,10,,
210404108130234,210404108130234,21,2104,210404,1,08,13,0234,2,6,,3,,21,6,9,8,10,6,30,10,30,0,0,0,2,2,2,1,2,2,1,2,2,2,2,2,4,5,5,5,6,3,4,2,2,5,4,3,3,2,1,4,3,3,3,4,4,4,1,1,2,1,4,1,4,2,5,1,1,2,2,1,4,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,18/10/2025,,630804108130234.0,1,0,0,0,0,0,0,0,0,,30,,1,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,2,12,,
210404108130235,210404108130235,21,2104,210404,1,08,13,0235,2,1,,2,10,22,6,12,6,12,2,30,20,0,0,0,0,2,2,1,1,2,2,2,2,2,2,1,2,5,6,5,5,6,2,5,1,1,5,1,2,2,5,3,1,3,2,2,2,2,3,1,1,1,1,3,1,4,3,3,1,1,3,2,1,4,3,2,3,1,1,1,1,1,1,1,2,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,17/10/2025,,630804108130235.0,1,0,0,0,0,0,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,2,13,,
